DownClass,FavScoreDiffClass,yrdline100Class,TimeSecsClass,counts
2,3,2,31,0.142857142857
3,3,2,31,0.2
4,3,2,31,0.333333333333
1,3,2,32,0.2
2,3,2,32,0.5
3,3,2,32,0.25
4,3,2,32,0.5
1,3,2,33,0.5
2,3,2,33,0.5
3,3,2,33,0.333333333333
4,3,2,33,0.5
1,3,2,34,0.5
2,3,2,34,0.5
3,3,2,34,0.5
4,3,2,34,0.333333333333
1,3,2,35,0.25
2,3,2,35,0.5
3,3,2,35,0.333333333333
4,3,2,35,0.5
1,3,2,36,0.333333333333
2,3,2,36,0.5
3,3,2,36,0.5
4,3,2,36,0.5
1,3,2,37,0.333333333333
2,3,2,37,0.25
3,3,2,37,0.5
4,3,2,37,0.5
1,3,2,38,0.333333333333
2,3,2,38,0.333333333333
3,3,2,38,0.5
4,3,2,38,0.5
1,3,2,39,0.333333333333
2,3,2,39,0.5
3,3,2,39,0.25
4,3,2,39,0.333333333333
1,3,2,40,0.333333333333
2,3,2,40,0.25
3,3,2,40,0.5
4,3,2,40,0.5
1,3,2,41,0.5
2,3,2,41,0.333333333333
3,3,2,41,0.5
4,3,2,41,0.5
1,3,2,42,0.5
2,3,2,42,0.5
3,3,2,42,0.5
4,3,2,42,0.5
1,3,2,43,0.333333333333
2,3,2,43,0.5
3,3,2,43,0.5
4,3,2,43,0.5
1,3,2,44,0.5
2,3,2,44,0.5
3,3,2,44,0.5
4,3,2,44,0.5
1,3,2,45,0.333333333333
2,3,2,45,0.333333333333
3,3,2,45,0.333333333333
4,3,2,45,0.5
1,3,2,46,0.5
2,3,2,46,0.5
3,3,2,46,0.5
4,3,2,46,0.5
1,3,2,47,0.5
2,3,2,47,0.5
3,3,2,47,0.5
4,3,2,47,0.5
1,3,2,48,0.5
2,3,2,48,0.5
3,3,2,48,0.5
4,3,2,48,0.5
1,3,2,49,0.5
2,3,2,49,0.5
3,3,2,49,0.5
4,3,2,49,0.5
1,3,2,50,0.5
2,3,2,50,0.5
3,3,2,50,0.333333333333
4,3,2,50,0.333333333333
1,3,2,51,0.5
2,3,2,51,0.5
3,3,2,51,0.5
4,3,2,51,0.5
1,3,2,52,0.5
2,3,2,52,0.333333333333
3,3,2,52,0.5
4,3,2,52,0.5
1,3,2,53,0.5
2,3,2,53,0.5
3,3,2,53,0.5
4,3,2,53,0.5
1,3,2,54,0.5
2,3,2,54,0.5
3,3,2,54,0.5
4,3,2,54,0.5
1,3,2,55,0.5
2,3,2,55,0.5
3,3,2,55,0.5
4,3,2,55,0.5
1,3,2,56,0.5
2,3,2,56,0.5
3,3,2,56,0.5
4,3,2,56,0.5
1,3,2,57,0.5
2,3,2,57,0.5
3,3,2,57,0.5
4,3,2,57,0.5
1,3,2,58,0.5
2,3,2,58,0.5
3,3,2,58,0.5
4,3,2,58,0.5
1,3,2,59,0.5
2,3,2,59,0.5
3,3,2,59,0.5
4,3,2,59,0.5
1,3,2,60,0.5
2,3,2,60,0.5
3,3,2,60,0.5
4,3,2,60,0.5
1,3,2,61,0.5
2,3,2,61,0.5
3,3,2,61,0.5
4,3,2,61,0.5
1,3,3,0,0.5
2,3,3,0,0.5
3,3,3,0,0.5
4,3,3,0,0.5
1,3,3,1,0.111111111111
2,3,3,1,0.2
3,3,3,1,0.2
4,3,3,1,0.333333333333
1,3,3,2,0.1
2,3,3,2,0.25
3,3,3,2,0.333333333333
4,3,3,2,0.333333333333
1,3,3,3,0.2
2,3,3,3,0.166666666667
3,3,3,3,0.5
4,3,3,3,0.5
1,3,3,4,0.142857142857
2,3,3,4,0.125
3,3,3,4,0.2
4,3,3,4,0.2
1,3,3,5,0.125
2,3,3,5,0.25
3,3,3,5,0.333333333333
4,3,3,5,0.333333333333
1,3,3,6,0.333333333333
2,3,3,6,0.25
3,3,3,6,0.2
4,3,3,6,0.25
1,3,3,7,0.142857142857
2,3,3,7,0.333333333333
3,3,3,7,0.25
4,3,3,7,0.333333333333
1,3,3,8,0.333333333333
2,3,3,8,0.5
3,3,3,8,0.333333333333
4,3,3,8,0.333333333333
1,3,3,9,0.333333333333
2,3,3,9,0.25
3,3,3,9,0.25
4,3,3,9,0.25
1,3,3,10,0.333333333333
2,3,3,10,0.25
3,3,3,10,0.333333333333
4,3,3,10,0.333333333333
1,3,3,11,0.25
2,3,3,11,0.25
3,3,3,11,0.5
4,3,3,11,0.5
1,3,3,12,0.25
2,3,3,12,0.333333333333
3,3,3,12,0.5
4,3,3,12,0.5
1,3,3,13,0.25
2,3,3,13,0.333333333333
3,3,3,13,0.5
4,3,3,13,0.333333333333
1,3,3,14,0.166666666667
2,3,3,14,0.2
3,3,3,14,0.2
4,3,3,14,0.333333333333
1,3,3,15,0.2
2,3,3,15,0.25
3,3,3,15,0.333333333333
4,3,3,15,0.5
1,3,3,16,0.25
2,3,3,16,0.333333333333
3,3,3,16,0.5
4,3,3,16,0.333333333333
1,3,3,17,0.5
2,3,3,17,0.333333333333
3,3,3,17,0.333333333333
4,3,3,17,0.5
1,3,3,18,0.2
2,3,3,18,0.25
3,3,3,18,0.333333333333
4,3,3,18,0.5
1,3,3,19,0.333333333333
2,3,3,19,0.2
3,3,3,19,0.5
4,3,3,19,0.333333333333
1,3,3,20,0.166666666667
2,3,3,20,0.25
3,3,3,20,0.25
4,3,3,20,0.5
1,3,3,21,0.2
2,3,3,21,0.2
3,3,3,21,0.25
4,3,3,21,0.5
1,3,3,22,0.25
2,3,3,22,0.5
3,3,3,22,0.333333333333
4,3,3,22,0.5
1,3,3,23,0.5
2,3,3,23,0.25
3,3,3,23,0.333333333333
4,3,3,23,0.666666666667
1,3,3,24,0.2
2,3,3,24,0.4
3,3,3,24,0.5
4,3,3,24,0.333333333333
1,3,3,25,0.333333333333
2,3,3,25,0.25
3,3,3,25,0.25
4,3,3,25,0.5
1,3,3,26,0.142857142857
2,3,3,26,0.166666666667
3,3,3,26,0.25
4,3,3,26,0.5
1,3,3,27,0.166666666667
2,3,3,27,0.2
3,3,3,27,0.333333333333
4,3,3,27,0.333333333333
1,3,3,28,0.333333333333
2,3,3,28,0.333333333333
3,3,3,28,0.5
4,3,3,28,0.5
1,3,3,29,0.333333333333
2,3,3,29,0.333333333333
3,3,3,29,0.5
4,3,3,29,0.5
1,3,3,30,0.333333333333
2,3,3,30,0.333333333333
3,3,3,30,0.5
4,3,3,30,0.5
1,3,3,31,0.25
2,3,3,31,0.333333333333
3,3,3,31,0.5
4,3,3,31,0.2
1,3,3,32,0.4
2,3,3,32,0.333333333333
3,3,3,32,0.5
4,3,3,32,0.5
1,3,3,33,0.166666666667
2,3,3,33,0.333333333333
3,3,3,33,0.5
4,3,3,33,0.5
1,3,3,34,0.333333333333
2,3,3,34,0.25
3,3,3,34,0.333333333333
4,3,3,34,0.333333333333
1,3,3,35,0.25
2,3,3,35,0.333333333333
3,3,3,35,0.5
4,3,3,35,0.5
1,3,3,36,0.333333333333
2,3,3,36,0.5
3,3,3,36,0.5
4,3,3,36,0.5
1,3,3,37,0.333333333333
2,3,3,37,0.5
3,3,3,37,0.5
4,3,3,37,0.5
1,3,3,38,0.5
2,3,3,38,0.5
3,3,3,38,0.333333333333
4,3,3,38,0.5
1,3,3,39,0.333333333333
2,3,3,39,0.333333333333
3,3,3,39,0.5
4,3,3,39,0.5
1,3,3,40,0.25
2,3,3,40,0.2
3,3,3,40,0.5
4,3,3,40,0.333333333333
1,3,3,41,0.333333333333
2,3,3,41,0.333333333333
3,3,3,41,0.5
4,3,3,41,0.5
1,3,3,42,0.2
2,3,3,42,0.333333333333
3,3,3,42,0.5
4,3,3,42,0.5
1,3,3,43,0.5
2,3,3,43,0.333333333333
3,3,3,43,0.5
4,3,3,43,0.5
1,3,3,44,0.5
2,3,3,44,0.666666666667
3,3,3,44,0.666666666667
4,3,3,44,0.5
1,3,3,45,0.5
2,3,3,45,0.333333333333
3,3,3,45,0.333333333333
4,3,3,45,0.666666666667
1,3,3,46,0.333333333333
2,3,3,46,0.25
3,3,3,46,0.666666666667
4,3,3,46,0.5
1,3,3,47,0.333333333333
2,3,3,47,0.333333333333
3,3,3,47,0.5
4,3,3,47,0.5
1,3,3,48,0.333333333333
2,3,3,48,0.5
3,3,3,48,0.5
4,3,3,48,0.5
1,3,3,49,0.5
2,3,3,49,0.5
3,3,3,49,0.5
4,3,3,49,0.333333333333
1,3,3,50,0.5
2,3,3,50,0.5
3,3,3,50,0.5
4,3,3,50,0.5
1,3,3,51,0.5
2,3,3,51,0.5
3,3,3,51,0.5
4,3,3,51,0.5
1,3,3,52,0.333333333333
2,3,3,52,0.5
3,3,3,52,0.5
4,3,3,52,0.5
1,3,3,53,0.5
2,3,3,53,0.5
3,3,3,53,0.5
4,3,3,53,0.5
1,3,3,54,0.5
2,3,3,54,0.5
3,3,3,54,0.5
4,3,3,54,0.5
1,3,3,55,0.5
2,3,3,55,0.5
3,3,3,55,0.5
4,3,3,55,0.5
1,3,3,56,0.5
2,3,3,56,0.5
3,3,3,56,0.5
4,3,3,56,0.5
1,3,3,57,0.5
2,3,3,57,0.5
3,3,3,57,0.5
4,3,3,57,0.5
1,3,3,58,0.5
2,3,3,58,0.5
3,3,3,58,0.5
4,3,3,58,0.5
1,3,3,59,0.5
2,3,3,59,0.5
3,3,3,59,0.5
4,3,3,59,0.5
1,3,3,60,0.5
2,3,3,60,0.5
3,3,3,60,0.5
4,3,3,60,0.5
1,3,3,61,0.5
2,3,3,61,0.5
3,3,3,61,0.5
4,3,3,61,0.5
1,3,4,0,0.5
2,3,4,0,0.5
3,3,4,0,0.5
4,3,4,0,0.5
1,3,4,1,0.5
2,3,4,1,0.333333333333
3,3,4,1,0.25
4,3,4,1,0.333333333333
1,3,4,2,0.0909090909091
2,3,4,2,0.1
3,3,4,2,0.111111111111
4,3,4,2,0.142857142857
1,3,4,3,0.1
2,3,4,3,0.125
3,3,4,3,0.2
4,3,4,3,0.333333333333
1,3,4,4,0.2
2,3,4,4,0.2
3,3,4,4,0.166666666667
4,3,4,4,0.25
1,3,4,5,0.125
2,3,4,5,0.125
3,3,4,5,0.333333333333
4,3,4,5,0.5
1,3,4,6,0.166666666667
2,3,4,6,0.5
3,3,4,6,0.25
4,3,4,6,0.333333333333
1,3,4,7,0.25
2,3,4,7,0.2
3,3,4,7,0.25
4,3,4,7,0.2
1,3,4,8,0.111111111111
2,3,4,8,0.1
3,3,4,8,0.166666666667
4,3,4,8,0.333333333333
1,3,4,9,0.142857142857
2,3,4,9,0.166666666667
3,3,4,9,0.333333333333
4,3,4,9,0.5
1,3,4,10,0.25
2,3,4,10,0.333333333333
3,3,4,10,0.333333333333
4,3,4,10,0.5
1,3,4,11,0.25
2,3,4,11,0.333333333333
3,3,4,11,0.25
4,3,4,11,0.333333333333
1,3,4,12,0.2
2,3,4,12,0.333333333333
3,3,4,12,0.25
4,3,4,12,0.333333333333
1,3,4,13,0.5
2,3,4,13,0.333333333333
3,3,4,13,0.25
4,3,4,13,0.333333333333
1,3,4,14,0.166666666667
2,3,4,14,0.333333333333
3,3,4,14,0.25
4,3,4,14,0.333333333333
1,3,4,15,0.111111111111
2,3,4,15,0.166666666667
3,3,4,15,0.25
4,3,4,15,0.5
1,3,4,16,0.25
2,3,4,16,0.25
3,3,4,16,0.333333333333
4,3,4,16,0.2
1,3,4,17,0.5
2,3,4,17,0.333333333333
3,3,4,17,0.166666666667
4,3,4,17,0.333333333333
1,3,4,18,0.25
2,3,4,18,0.25
3,3,4,18,0.5
4,3,4,18,0.5
1,3,4,19,0.166666666667
2,3,4,19,0.25
3,3,4,19,0.25
4,3,4,19,0.25
1,3,4,20,0.333333333333
2,3,4,20,0.5
3,3,4,20,0.5
4,3,4,20,0.5
1,3,4,21,0.2
2,3,4,21,0.333333333333
3,3,4,21,0.25
4,3,4,21,0.5
1,3,4,22,0.285714285714
2,3,4,22,0.2
3,3,4,22,0.2
4,3,4,22,0.2
1,3,4,23,0.25
2,3,4,23,0.166666666667
3,3,4,23,0.166666666667
4,3,4,23,0.333333333333
1,3,4,24,0.333333333333
2,3,4,24,0.333333333333
3,3,4,24,0.2
4,3,4,24,0.166666666667
1,3,4,25,0.285714285714
2,3,4,25,0.25
3,3,4,25,0.5
4,3,4,25,0.5
1,3,4,26,0.111111111111
2,3,4,26,0.333333333333
3,3,4,26,0.333333333333
4,3,4,26,0.5
1,3,4,27,0.166666666667
2,3,4,27,0.166666666667
3,3,4,27,0.25
4,3,4,27,0.333333333333
1,3,4,28,0.142857142857
2,3,4,28,0.166666666667
3,3,4,28,0.25
4,3,4,28,0.5
1,3,4,29,0.5
2,3,4,29,0.5
3,3,4,29,0.5
4,3,4,29,0.5
1,3,4,30,0.333333333333
2,3,4,30,0.5
3,3,4,30,0.5
4,3,4,30,0.5
1,3,4,31,0.272727272727
2,3,4,31,0.125
3,3,4,31,0.2
4,3,4,31,0.333333333333
1,3,4,32,0.222222222222
2,3,4,32,0.111111111111
3,3,4,32,0.25
4,3,4,32,0.333333333333
1,3,4,33,0.5
2,3,4,33,0.5
3,3,4,33,0.5
4,3,4,33,0.5
1,3,4,34,0.5
2,3,4,34,0.5
3,3,4,34,0.5
4,3,4,34,0.5
1,3,4,35,0.333333333333
2,3,4,35,0.333333333333
3,3,4,35,0.333333333333
4,3,4,35,0.333333333333
1,3,4,36,0.25
2,3,4,36,0.166666666667
3,3,4,36,0.25
4,3,4,36,0.5
1,3,4,37,0.25
2,3,4,37,0.666666666667
3,3,4,37,0.666666666667
4,3,4,37,0.5
1,3,4,38,0.5
2,3,4,38,0.5
3,3,4,38,0.5
4,3,4,38,0.5
1,3,4,39,0.333333333333
2,3,4,39,0.333333333333
3,3,4,39,0.5
4,3,4,39,0.5
1,3,4,40,0.5
2,3,4,40,0.333333333333
3,3,4,40,0.5
4,3,4,40,0.5
1,3,4,41,0.333333333333
2,3,4,41,0.333333333333
3,3,4,41,0.2
4,3,4,41,0.666666666667
1,3,4,42,0.333333333333
2,3,4,42,0.2
3,3,4,42,0.666666666667
4,3,4,42,0.5
1,3,4,43,0.166666666667
2,3,4,43,0.5
3,3,4,43,0.5
4,3,4,43,0.5
1,3,4,44,0.5
2,3,4,44,0.5
3,3,4,44,0.5
4,3,4,44,0.333333333333
1,3,4,45,0.5
2,3,4,45,0.5
3,3,4,45,0.5
4,3,4,45,0.5
1,3,4,46,0.5
2,3,4,46,0.666666666667
3,3,4,46,0.5
4,3,4,46,0.5
1,3,4,47,0.5
2,3,4,47,0.333333333333
3,3,4,47,0.333333333333
4,3,4,47,0.5
1,3,4,48,0.333333333333
2,3,4,48,0.5
3,3,4,48,0.5
4,3,4,48,0.5
1,3,4,49,0.5
2,3,4,49,0.333333333333
3,3,4,49,0.333333333333
4,3,4,49,0.5
1,3,4,50,0.333333333333
2,3,4,50,0.5
3,3,4,50,0.5
4,3,4,50,0.5
1,3,4,51,0.5
2,3,4,51,0.5
3,3,4,51,0.5
4,3,4,51,0.5
1,3,4,52,0.5
2,3,4,52,0.5
3,3,4,52,0.5
4,3,4,52,0.5
1,3,4,53,0.5
2,3,4,53,0.5
3,3,4,53,0.5
4,3,4,53,0.5
1,3,4,54,0.5
2,3,4,54,0.5
3,3,4,54,0.5
4,3,4,54,0.5
1,3,4,55,0.5
2,3,4,55,0.5
3,3,4,55,0.5
4,3,4,55,0.5
1,3,4,56,0.5
2,3,4,56,0.5
3,3,4,56,0.5
4,3,4,56,0.5
1,3,4,57,0.5
2,3,4,57,0.5
3,3,4,57,0.5
4,3,4,57,0.5
1,3,4,58,0.5
2,3,4,58,0.5
3,3,4,58,0.5
4,3,4,58,0.5
1,3,4,59,0.5
2,3,4,59,0.5
3,3,4,59,0.5
4,3,4,59,0.5
1,3,4,60,0.5
2,3,4,60,0.5
3,3,4,60,0.5
4,3,4,60,0.5
1,3,4,61,0.5
2,3,4,61,0.5
3,3,4,61,0.5
4,3,4,61,0.5
1,3,5,0,0.5
2,3,5,0,0.5
3,3,5,0,0.5
4,3,5,0,0.5
1,3,5,1,0.2
2,3,5,1,0.333333333333
3,3,5,1,0.333333333333
4,3,5,1,0.333333333333
1,3,5,2,0.125
2,3,5,2,0.142857142857
3,3,5,2,0.2
4,3,5,2,0.166666666667
1,3,5,3,0.0909090909091
2,3,5,3,0.166666666667
3,3,5,3,0.25
4,3,5,3,0.333333333333
1,3,5,4,0.2
2,3,5,4,0.111111111111
3,3,5,4,0.333333333333
4,3,5,4,0.2
1,3,5,5,0.0666666666667
2,3,5,5,0.0833333333333
3,3,5,5,0.111111111111
4,3,5,5,0.2
1,3,5,6,0.111111111111
2,3,5,6,0.125
3,3,5,6,0.166666666667
4,3,5,6,0.333333333333
1,3,5,7,0.166666666667
2,3,5,7,0.166666666667
3,3,5,7,0.333333333333
4,3,5,7,0.2
1,3,5,8,0.142857142857
2,3,5,8,0.2
3,3,5,8,0.166666666667
4,3,5,8,0.2
1,3,5,9,0.166666666667
2,3,5,9,0.142857142857
3,3,5,9,0.25
4,3,5,9,0.333333333333
1,3,5,10,0.2
2,3,5,10,0.25
3,3,5,10,0.2
4,3,5,10,0.166666666667
1,3,5,11,0.142857142857
2,3,5,11,0.111111111111
3,3,5,11,0.333333333333
4,3,5,11,0.5
1,3,5,12,0.2
2,3,5,12,0.2
3,3,5,12,0.25
4,3,5,12,0.25
1,3,5,13,0.142857142857
2,3,5,13,0.125
3,3,5,13,0.333333333333
4,3,5,13,0.333333333333
1,3,5,14,0.2
2,3,5,14,0.333333333333
3,3,5,14,0.5
4,3,5,14,0.5
1,3,5,15,0.142857142857
2,3,5,15,0.142857142857
3,3,5,15,0.25
4,3,5,15,0.25
1,3,5,16,0.166666666667
2,3,5,16,0.142857142857
3,3,5,16,0.333333333333
4,3,5,16,0.333333333333
1,3,5,17,0.125
2,3,5,17,0.2
3,3,5,17,0.25
4,3,5,17,0.25
1,3,5,18,0.2
2,3,5,18,0.142857142857
3,3,5,18,0.25
4,3,5,18,0.333333333333
1,3,5,19,0.25
2,3,5,19,0.25
3,3,5,19,0.333333333333
4,3,5,19,0.5
1,3,5,20,0.5
2,3,5,20,0.25
3,3,5,20,0.5
4,3,5,20,0.5
1,3,5,21,0.25
2,3,5,21,0.5
3,3,5,21,0.333333333333
4,3,5,21,0.333333333333
1,3,5,22,0.333333333333
2,3,5,22,0.4
3,3,5,22,0.333333333333
4,3,5,22,0.25
1,3,5,23,0.5
2,3,5,23,0.2
3,3,5,23,0.2
4,3,5,23,0.333333333333
1,3,5,24,0.2
2,3,5,24,0.2
3,3,5,24,0.25
4,3,5,24,0.333333333333
1,3,5,25,0.166666666667
2,3,5,25,0.166666666667
3,3,5,25,0.333333333333
4,3,5,25,0.5
1,3,5,26,0.25
2,3,5,26,0.25
3,3,5,26,0.2
4,3,5,26,0.333333333333
1,3,5,27,0.25
2,3,5,27,0.2
3,3,5,27,0.25
4,3,5,27,0.5
1,3,5,28,0.0833333333333
2,3,5,28,0.166666666667
3,3,5,28,0.333333333333
4,3,5,28,0.5
1,3,5,29,0.166666666667
2,3,5,29,0.25
3,3,5,29,0.25
4,3,5,29,0.5
1,3,5,30,0.5
2,3,5,30,0.5
3,3,5,30,0.5
4,3,5,30,0.5
1,3,5,31,0.0909090909091
2,3,5,31,0.0714285714286
3,3,5,31,0.142857142857
4,3,5,31,0.2
1,3,5,32,0.0909090909091
2,3,5,32,0.333333333333
3,3,5,32,0.333333333333
4,3,5,32,0.333333333333
1,3,5,33,0.333333333333
2,3,5,33,0.166666666667
3,3,5,33,0.333333333333
4,3,5,33,0.5
1,3,5,34,0.142857142857
2,3,5,34,0.5
3,3,5,34,0.5
4,3,5,34,0.5
1,3,5,35,0.333333333333
2,3,5,35,0.333333333333
3,3,5,35,0.333333333333
4,3,5,35,0.333333333333
1,3,5,36,0.25
2,3,5,36,0.333333333333
3,3,5,36,0.5
4,3,5,36,0.5
1,3,5,37,0.2
2,3,5,37,0.5
3,3,5,37,0.5
4,3,5,37,0.5
1,3,5,38,0.5
2,3,5,38,0.333333333333
3,3,5,38,0.5
4,3,5,38,0.5
1,3,5,39,0.5
2,3,5,39,0.5
3,3,5,39,0.5
4,3,5,39,0.5
1,3,5,40,0.2
2,3,5,40,0.5
3,3,5,40,0.5
4,3,5,40,0.5
1,3,5,41,0.25
2,3,5,41,0.333333333333
3,3,5,41,0.5
4,3,5,41,0.5
1,3,5,42,0.333333333333
2,3,5,42,0.5
3,3,5,42,0.666666666667
4,3,5,42,0.5
1,3,5,43,0.4
2,3,5,43,0.2
3,3,5,43,0.5
4,3,5,43,0.5
1,3,5,44,0.25
2,3,5,44,0.333333333333
3,3,5,44,0.5
4,3,5,44,0.5
1,3,5,45,0.333333333333
2,3,5,45,0.5
3,3,5,45,0.5
4,3,5,45,0.5
1,3,5,46,0.333333333333
2,3,5,46,0.5
3,3,5,46,0.5
4,3,5,46,0.5
1,3,5,47,0.666666666667
2,3,5,47,0.666666666667
3,3,5,47,0.5
4,3,5,47,0.5
1,3,5,48,0.333333333333
2,3,5,48,0.5
3,3,5,48,0.5
4,3,5,48,0.5
1,3,5,49,0.5
2,3,5,49,0.5
3,3,5,49,0.5
4,3,5,49,0.5
1,3,5,50,0.5
2,3,5,50,0.5
3,3,5,50,0.5
4,3,5,50,0.5
1,3,5,51,0.333333333333
2,3,5,51,0.5
3,3,5,51,0.5
4,3,5,51,0.5
1,3,5,52,0.5
2,3,5,52,0.5
3,3,5,52,0.5
4,3,5,52,0.5
1,3,5,53,0.5
2,3,5,53,0.333333333333
3,3,5,53,0.333333333333
4,3,5,53,0.333333333333
1,3,5,54,0.5
2,3,5,54,0.5
3,3,5,54,0.5
4,3,5,54,0.5
1,3,5,55,0.5
2,3,5,55,0.5
3,3,5,55,0.5
4,3,5,55,0.5
1,3,5,56,0.5
2,3,5,56,0.5
3,3,5,56,0.5
4,3,5,56,0.5
1,3,5,57,0.5
2,3,5,57,0.5
3,3,5,57,0.5
4,3,5,57,0.5
1,3,5,58,0.5
2,3,5,58,0.5
3,3,5,58,0.5
4,3,5,58,0.5
1,3,5,59,0.5
2,3,5,59,0.5
3,3,5,59,0.5
4,3,5,59,0.5
1,3,5,60,0.5
2,3,5,60,0.5
3,3,5,60,0.5
4,3,5,60,0.5
1,3,5,61,0.5
2,3,5,61,0.5
3,3,5,61,0.5
4,3,5,61,0.5
1,3,6,0,0.5
2,3,6,0,0.5
3,3,6,0,0.5
4,3,6,0,0.5
1,3,6,1,0.25
2,3,6,1,0.2
3,3,6,1,0.2
4,3,6,1,0.25
1,3,6,2,0.111111111111
2,3,6,2,0.125
3,3,6,2,0.166666666667
4,3,6,2,0.25
1,3,6,3,0.142857142857
2,3,6,3,0.111111111111
3,3,6,3,0.142857142857
4,3,6,3,0.333333333333
1,3,6,4,0.125
2,3,6,4,0.166666666667
3,3,6,4,0.125
4,3,6,4,0.2
1,3,6,5,0.2
2,3,6,5,0.25
3,3,6,5,0.166666666667
4,3,6,5,0.333333333333
1,3,6,6,0.166666666667
2,3,6,6,0.125
3,3,6,6,0.2
4,3,6,6,0.25
1,3,6,7,0.0909090909091
2,3,6,7,0.142857142857
3,3,6,7,0.2
4,3,6,7,0.25
1,3,6,8,0.125
2,3,6,8,0.2
3,3,6,8,0.333333333333
4,3,6,8,0.5
1,3,6,9,0.142857142857
2,3,6,9,0.333333333333
3,3,6,9,0.166666666667
4,3,6,9,0.333333333333
1,3,6,10,0.125
2,3,6,10,0.142857142857
3,3,6,10,0.2
4,3,6,10,0.333333333333
1,3,6,11,0.111111111111
2,3,6,11,0.25
3,3,6,11,0.166666666667
4,3,6,11,0.333333333333
1,3,6,12,0.125
2,3,6,12,0.166666666667
3,3,6,12,0.166666666667
4,3,6,12,0.333333333333
1,3,6,13,0.2
2,3,6,13,0.333333333333
3,3,6,13,0.5
4,3,6,13,0.5
1,3,6,14,0.2
2,3,6,14,0.333333333333
3,3,6,14,0.5
4,3,6,14,0.333333333333
1,3,6,15,0.125
2,3,6,15,0.25
3,3,6,15,0.142857142857
4,3,6,15,0.2
1,3,6,16,0.125
2,3,6,16,0.166666666667
3,3,6,16,0.333333333333
4,3,6,16,0.5
1,3,6,17,0.1
2,3,6,17,0.1
3,3,6,17,0.25
4,3,6,17,0.333333333333
1,3,6,18,0.1
2,3,6,18,0.2
3,3,6,18,0.333333333333
4,3,6,18,0.5
1,3,6,19,0.166666666667
2,3,6,19,0.166666666667
3,3,6,19,0.166666666667
4,3,6,19,0.333333333333
1,3,6,20,0.25
2,3,6,20,0.25
3,3,6,20,0.25
4,3,6,20,0.25
1,3,6,21,0.25
2,3,6,21,0.5
3,3,6,21,0.25
4,3,6,21,0.333333333333
1,3,6,22,0.2
2,3,6,22,0.2
3,3,6,22,0.5
4,3,6,22,0.5
1,3,6,23,0.333333333333
2,3,6,23,0.333333333333
3,3,6,23,0.25
4,3,6,23,0.333333333333
1,3,6,24,0.166666666667
2,3,6,24,0.333333333333
3,3,6,24,0.333333333333
4,3,6,24,0.5
1,3,6,25,0.142857142857
2,3,6,25,0.5
3,3,6,25,0.25
4,3,6,25,0.5
1,3,6,26,0.25
2,3,6,26,0.142857142857
3,3,6,26,0.2
4,3,6,26,0.333333333333
1,3,6,27,0.125
2,3,6,27,0.2
3,3,6,27,0.333333333333
4,3,6,27,0.5
1,3,6,28,0.142857142857
2,3,6,28,0.166666666667
3,3,6,28,0.166666666667
4,3,6,28,0.25
1,3,6,29,0.166666666667
2,3,6,29,0.142857142857
3,3,6,29,0.25
4,3,6,29,0.5
1,3,6,30,0.166666666667
2,3,6,30,0.333333333333
3,3,6,30,0.333333333333
4,3,6,30,0.5
1,3,6,31,0.111111111111
2,3,6,31,0.142857142857
3,3,6,31,0.111111111111
4,3,6,31,0.25
1,3,6,32,0.153846153846
2,3,6,32,0.25
3,3,6,32,0.2
4,3,6,32,0.333333333333
1,3,6,33,0.375
2,3,6,33,0.2
3,3,6,33,0.166666666667
4,3,6,33,0.5
1,3,6,34,0.4
2,3,6,34,0.25
3,3,6,34,0.5
4,3,6,34,0.5
1,3,6,35,0.25
2,3,6,35,0.666666666667
3,3,6,35,0.666666666667
4,3,6,35,0.666666666667
1,3,6,36,0.4
2,3,6,36,0.5
3,3,6,36,0.333333333333
4,3,6,36,0.333333333333
1,3,6,37,0.25
2,3,6,37,0.25
3,3,6,37,0.5
4,3,6,37,0.25
1,3,6,38,0.333333333333
2,3,6,38,0.25
3,3,6,38,0.5
4,3,6,38,0.5
1,3,6,39,0.5
2,3,6,39,0.5
3,3,6,39,0.5
4,3,6,39,0.5
1,3,6,40,0.5
2,3,6,40,0.333333333333
3,3,6,40,0.5
4,3,6,40,0.5
1,3,6,41,0.333333333333
2,3,6,41,0.5
3,3,6,41,0.5
4,3,6,41,0.5
1,3,6,42,0.5
2,3,6,42,0.333333333333
3,3,6,42,0.333333333333
4,3,6,42,0.5
1,3,6,43,0.285714285714
2,3,6,43,0.25
3,3,6,43,0.25
4,3,6,43,0.333333333333
1,3,6,44,0.25
2,3,6,44,0.333333333333
3,3,6,44,0.333333333333
4,3,6,44,0.5
1,3,6,45,0.5
2,3,6,45,0.666666666667
3,3,6,45,0.5
4,3,6,45,0.5
1,3,6,46,0.5
2,3,6,46,0.5
3,3,6,46,0.5
4,3,6,46,0.5
1,3,6,47,0.5
2,3,6,47,0.5
3,3,6,47,0.5
4,3,6,47,0.5
1,3,6,48,0.333333333333
2,3,6,48,0.5
3,3,6,48,0.666666666667
4,3,6,48,0.5
1,3,6,49,0.5
2,3,6,49,0.5
3,3,6,49,0.5
4,3,6,49,0.5
1,3,6,50,0.5
2,3,6,50,0.5
3,3,6,50,0.5
4,3,6,50,0.5
1,3,6,51,0.5
2,3,6,51,0.5
3,3,6,51,0.5
4,3,6,51,0.5
1,3,6,52,0.5
